queue_no,registry_key,title,document_type,language,authority_level,domain_scope,source_type,summary,content_text,category,source_url,author,year,review_bucket,planned_import_stage,tags
50,08a183447918,قانون العدل والإنصاف للقضاء على مشكلات الأوقاف,legal_reference,ar,official,waqf_law,manual,"كتاب 'قانون العدل والإنصاف للقضاء على مشكلات الأوقاف' من تأليف محمد قدري باشا (1821-1888م)، وهو أحد أبرز فقهاء القانون في العصر الحديث. يُعد هذا الكتاب من المراجع القانونية المهمة في مجال الأوقاف الإسلامية.

يتناول الكتاب المشكلات القانونية والإدارية التي تواجه الأوقاف الإسلامية، ويقدم حلولاً قانونية مستمدة من الفقه الإسلامي والقانون الوضعي. يعالج الكتاب قضايا مثل: النزاعات على الأوقاف، شروط الواقفين، إدارة الأوقاف، استبدال الأوقاف، والإشراف القضائي على الأوقاف.

ألف محمد قدري باشا هذا الكتاب في سياق الإصلاحات القانونية التي شهدتها مصر في القرن التاسع عشر، حيث كان هناك حاجة لتنظيم قانوني حديث","العنوان: قانون العدل والإنصاف للقضاء على مشكلات الأوقاف
المؤلف/الجهة: محمد قدري باشا
السنة: 1893
ملخص/مقتطف مسترد: كتاب 'قانون العدل والإنصاف للقضاء على مشكلات الأوقاف' من تأليف محمد قدري باشا (1821-1888م)، وهو أحد أبرز فقهاء القانون في العصر الحديث. يُعد هذا الكتاب من المراجع القانونية المهمة في مجال الأوقاف الإسلامية.

يتناول الكتاب المشكلات القانونية والإدارية التي تواجه الأوقاف الإسلامية، ويقدم حلولاً قانونية مستمدة من الفقه الإسلامي والقانون الوضعي. يعالج الكتاب قضايا مثل: النزاعات على الأوقاف، شروط الواقفين، إدارة الأوقاف، استبدال الأوقاف، والإشراف القضائي على الأوقاف.

ألف محمد قدري باشا هذا الكتاب في سياق الإصلاحات القانونية التي شهدتها مصر في القرن التاسع عشر، حيث كان هناك حاجة لتنظيم قانوني حديث",law,,محمد قدري باشا,1893,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
51,259fdcb855d4,قرار بقانون 2018 - المادة 10: حماية الأوقاف,legal_reference,ar,official,waqf_law,manual,تتمتع الأوقاف بالحماية القانونية، ولا يجوز الاعتداء عليها أو الاستيلاء عليها أو تغيير معالمها.,"العنوان: قرار بقانون 2018 - المادة 10: حماية الأوقاف
المصدر: قرار بقانون رقم (1) لسنة 2018
ملخص/مقتطف مسترد: تتمتع الأوقاف بالحماية القانونية، ولا يجوز الاعتداء عليها أو الاستيلاء عليها أو تغيير معالمها.",law,قرار بقانون رقم (1) لسنة 2018,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
52,ce17ae71438c,قرار بقانون 2018 - المادة 5: المجلس الأعلى للأوقاف,legal_reference,ar,official,waqf_law,manual,يشكل مجلس أعلى للأوقاف برئاسة الوزير وعضوية ممثلين عن الجهات ذات العلاقة، ويختص بوضع السياسات العامة للأوقاف.,"العنوان: قرار بقانون 2018 - المادة 5: المجلس الأعلى للأوقاف
المصدر: قرار بقانون رقم (1) لسنة 2018
ملخص/مقتطف مسترد: يشكل مجلس أعلى للأوقاف برئاسة الوزير وعضوية ممثلين عن الجهات ذات العلاقة، ويختص بوضع السياسات العامة للأوقاف.",law,قرار بقانون رقم (1) لسنة 2018,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
53,f161abf0a484,قرار بقانون رقم 1 لسنة 2018 - المادة 2: أهداف الوزارة,legal_reference,ar,official,waqf_law,manual,تهدف وزارة الأوقاف والشؤون الدينية إلى إدارة وتنظيم الأوقاف الإسلامية وحمايتها وتنميتها واستثمارها.,"العنوان: قرار بقانون رقم 1 لسنة 2018 - المادة 2: أهداف الوزارة
المصدر: قرار بقانون رقم (1) لسنة 2018 بشأن الأوقاف الإسلامية
ملخص/مقتطف مسترد: تهدف وزارة الأوقاف والشؤون الدينية إلى إدارة وتنظيم الأوقاف الإسلامية وحمايتها وتنميتها واستثمارها.",law,قرار بقانون رقم (1) لسنة 2018 بشأن الأوقاف الإسلامية,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
54,1e95febce616,مجلة الأحكام العدلية - كتاب الوقف,legal_reference,ar,official,waqf_law,external_fetch,"مجلة الأحكام العدلية هي القانون المدني العثماني المستمد من الفقه الحنفي، صدرت عام 1876م (1293 هـ). تحتوي على أحكام الوقف المستمدة من المذهب الحنفي.

تعريف العقار (المادة 1270): ما لا يمكن نقله من محل إلى آخر؛ كالدور والأراضي.

الولاية على الوقف (المادة 974): الولاية الخاصة أقوى من الولاية العامة، فولاية المتولي على الوقف أولى من ولاية القاضي عليه.

أحكام الوقف:
- الوقف يجوز على جهة بر لا تنقطع
- العقار يجوز وقفه بالإجماع
- المنقول يجوز وقفه عند أبي يوسف ومحمد خلافاً لأبي حنيفة
- من شرط الموقوف التأبيد، والعقار مؤبد","العنوان: مجلة الأحكام العدلية - كتاب الوقف
المصدر: https://dorar.net/feqhia/6119/
ملخص/مقتطف مسترد: مجلة الأحكام العدلية هي القانون المدني العثماني المستمد من الفقه الحنفي، صدرت عام 1876م (1293 هـ). تحتوي على أحكام الوقف المستمدة من المذهب الحنفي.

تعريف العقار (المادة 1270): ما لا يمكن نقله من محل إلى آخر؛ كالدور والأراضي.

الولاية على الوقف (المادة 974): الولاية الخاصة أقوى من الولاية العامة، فولاية المتولي على الوقف أولى من ولاية القاضي عليه.

أحكام الوقف:
- الوقف يجوز على جهة بر لا تنقطع
- العقار يجوز وقفه بالإجماع
- المنقول يجوز وقفه عند أبي يوسف ومحمد خلافاً لأبي حنيفة
- من شرط الموقوف التأبيد، والعقار مؤبد",law,https://dorar.net/feqhia/6119/,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
55,8b11b60482b6,مجلة الأحكام العدلية - المادة 2: أركان الوقف,legal_reference,ar,official,waqf_law,manual,أركان الوقف أربعة: الواقف، والموقوف، والموقوف عليه، والصيغة. ولا يصح الوقف إلا باجتماع هذه الأركان الأربعة.,"العنوان: مجلة الأحكام العدلية - المادة 2: أركان الوقف
المصدر: مجلة الأحكام العدلية
ملخص/مقتطف مسترد: أركان الوقف أربعة: الواقف، والموقوف، والموقوف عليه، والصيغة. ولا يصح الوقف إلا باجتماع هذه الأركان الأربعة.",law,مجلة الأحكام العدلية,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
56,39afd1529881,مجلة الأحكام العدلية - المادة 3: شروط الواقف,legal_reference,ar,official,waqf_law,manual,يشترط في الواقف أن يكون حراً مكلفاً مالكاً للموقوف، فلا يصح وقف العبد ولا الصبي ولا المجنون ولا من لا يملك الموقوف.,"العنوان: مجلة الأحكام العدلية - المادة 3: شروط الواقف
المصدر: مجلة الأحكام العدلية
ملخص/مقتطف مسترد: يشترط في الواقف أن يكون حراً مكلفاً مالكاً للموقوف، فلا يصح وقف العبد ولا الصبي ولا المجنون ولا من لا يملك الموقوف.",law,مجلة الأحكام العدلية,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
57,e1c5f388ed55,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,legal_reference,ar,official,waqf_law,manual,لا يجوز استبدال الوقف إلا إذا تعطلت منافعه بالكلية، أو كان في الاستبدال مصلحة ظاهرة للوقف، وبإذن القاضي.,"العنوان: مجلة الأحكام العدلية - المادة 6: استبدال الوقف
المصدر: مجلة الأحكام العدلية
ملخص/مقتطف مسترد: لا يجوز استبدال الوقف إلا إذا تعطلت منافعه بالكلية، أو كان في الاستبدال مصلحة ظاهرة للوقف، وبإذن القاضي.",law,مجلة الأحكام العدلية,,,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,law;waqf_law;P1_LEGAL_PRIMARY_REFERENCE_REVIEW;old_db_recovered;kb05
58,ea9e33f40aab,اختبار التصنيف 3,administrative_reference,ar,unverified,administrative,seeded,,العنوان: اختبار التصنيف 3,administrative,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,administrative;administrative;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
59,cc23884bba15,الإشراف المعاصر على العقارات الوقفية,administrative_reference,ar,unverified,administrative,external_fetch,,"العنوان: الإشراف المعاصر على العقارات الوقفية
المصدر: https://www.palestinecabinet.gov.ps/portal/GovService/Details/129",administrative,https://www.palestinecabinet.gov.ps/portal/GovService/Details/129,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,administrative;administrative;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
60,2a9f85003d7f,اختبار timestamp,recovered_reference,ar,unverified,historical,seeded,,العنوان: اختبار timestamp,historical,,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
